,date,county,state_name,fips,cases,deaths,county_code,state,locality,locality_original,SD,LD,NESC,PC,GS,CPV
64,2020-02-07,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
65,2020-02-08,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
66,2020-02-09,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
67,2020-02-10,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
68,2020-02-11,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
69,2020-02-12,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
70,2020-02-13,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
71,2020-02-14,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
72,2020-02-15,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
73,2020-02-16,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
74,2020-02-17,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
75,2020-02-18,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
76,2020-02-19,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
77,2020-02-20,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
78,2020-02-21,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
79,2020-02-22,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
80,2020-02-23,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
81,2020-02-24,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
82,2020-02-25,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
83,2020-02-26,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
84,2020-02-27,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
85,2020-02-28,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
86,2020-02-29,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
87,2020-03-01,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
88,2020-03-02,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
89,2020-03-03,Los Angeles,California,6037.0,1,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
90,2020-03-04,Los Angeles,California,6037.0,7,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
91,2020-03-05,Los Angeles,California,6037.0,11,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
92,2020-03-06,Los Angeles,California,6037.0,13,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
