,date,county,state_name,fips,cases,deaths,county_code,state,locality,locality_original,SD,LD,NESC,PC,GS,CPV
93,2020-03-07,Los Angeles,California,6037.0,14,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
94,2020-03-08,Los Angeles,California,6037.0,14,0,37,CA,los angeles county,los_angeles_county,0,0,0,0,0,0
95,2020-03-09,Los Angeles,California,6037.0,19,0,37,CA,los angeles county,los_angeles_county,1,0,0,0,0,0
96,2020-03-10,Los Angeles,California,6037.0,20,0,37,CA,los angeles county,los_angeles_county,1,0,0,0,0,0
97,2020-03-11,Los Angeles,California,6037.0,28,1,37,CA,los angeles county,los_angeles_county,1,0,0,0,0,0
98,2020-03-12,Los Angeles,California,6037.0,32,1,37,CA,los angeles county,los_angeles_county,1,0,0,0,0,0
99,2020-03-13,Los Angeles,California,6037.0,40,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,3,0
100,2020-03-14,Los Angeles,California,6037.0,53,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,3,0
101,2020-03-15,Los Angeles,California,6037.0,69,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,3,0
102,2020-03-16,Los Angeles,California,6037.0,94,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,5,2
103,2020-03-17,Los Angeles,California,6037.0,144,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,5,2
104,2020-03-18,Los Angeles,California,6037.0,190,1,37,CA,los angeles county,los_angeles_county,1,0,0,1,5,2
105,2020-03-19,Los Angeles,California,6037.0,231,2,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
106,2020-03-20,Los Angeles,California,6037.0,292,2,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
107,2020-03-21,Los Angeles,California,6037.0,351,4,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
108,2020-03-22,Los Angeles,California,6037.0,421,5,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
109,2020-03-23,Los Angeles,California,6037.0,536,7,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
110,2020-03-24,Los Angeles,California,6037.0,662,11,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
111,2020-03-25,Los Angeles,California,6037.0,799,13,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
112,2020-03-26,Los Angeles,California,6037.0,1216,21,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
113,2020-03-27,Los Angeles,California,6037.0,1465,27,37,CA,los angeles county,los_angeles_county,1,0,1,1,7,2
114,2020-02-10,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
115,2020-02-11,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
116,2020-02-12,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
117,2020-02-13,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
118,2020-02-14,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
119,2020-02-15,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
120,2020-02-16,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
121,2020-02-17,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
122,2020-02-18,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
123,2020-02-19,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
124,2020-02-20,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
125,2020-02-21,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
126,2020-02-22,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
127,2020-02-23,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
128,2020-02-24,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
129,2020-02-25,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
130,2020-02-26,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
131,2020-02-27,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
132,2020-02-28,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
133,2020-02-29,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
134,2020-03-01,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
135,2020-03-02,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
136,2020-03-03,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
137,2020-03-04,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
138,2020-03-05,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
139,2020-03-06,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
140,2020-03-07,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
141,2020-03-08,San Diego,California,6073.0,1,0,73,CA,san diego county,san_diego_county,0,0,0,0,0,0
142,2020-03-09,San Diego,California,6073.0,2,0,73,CA,san diego county,san_diego_county,1,0,0,0,0,0
143,2020-03-10,San Diego,California,6073.0,2,0,73,CA,san diego county,san_diego_county,1,0,0,0,0,0
144,2020-03-11,San Diego,California,6073.0,2,0,73,CA,san diego county,san_diego_county,1,0,0,0,0,0
145,2020-03-12,San Diego,California,6073.0,5,0,73,CA,san diego county,san_diego_county,1,0,0,0,0,0
146,2020-03-13,San Diego,California,6073.0,9,0,73,CA,san diego county,san_diego_county,1,0,0,1,3,0
147,2020-03-14,San Diego,California,6073.0,10,0,73,CA,san diego county,san_diego_county,1,0,0,1,3,0
148,2020-03-15,San Diego,California,6073.0,40,0,73,CA,san diego county,san_diego_county,1,0,0,1,3,0
149,2020-03-16,San Diego,California,6073.0,56,0,73,CA,san diego county,san_diego_county,1,0,0,1,3,2
150,2020-03-17,San Diego,California,6073.0,61,0,73,CA,san diego county,san_diego_county,1,0,0,1,5,2
151,2020-03-18,San Diego,California,6073.0,81,0,73,CA,san diego county,san_diego_county,1,0,0,1,5,2
152,2020-03-19,San Diego,California,6073.0,105,0,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
153,2020-03-20,San Diego,California,6073.0,131,0,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
154,2020-03-21,San Diego,California,6073.0,159,0,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
155,2020-03-22,San Diego,California,6073.0,205,0,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
156,2020-03-23,San Diego,California,6073.0,230,0,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
157,2020-03-24,San Diego,California,6073.0,242,1,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
158,2020-03-25,San Diego,California,6073.0,297,2,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
159,2020-03-26,San Diego,California,6073.0,341,3,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
160,2020-03-27,San Diego,California,6073.0,417,5,73,CA,san diego county,san_diego_county,1,0,1,1,5,2
161,2020-02-02,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
162,2020-02-03,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
163,2020-02-04,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
164,2020-02-05,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
165,2020-02-06,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
166,2020-02-07,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
167,2020-02-08,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
168,2020-02-09,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
169,2020-02-10,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
170,2020-02-11,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
171,2020-02-12,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
172,2020-02-13,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
173,2020-02-14,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
174,2020-02-15,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
175,2020-02-16,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
176,2020-02-17,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
177,2020-02-18,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
178,2020-02-19,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
179,2020-02-20,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
180,2020-02-21,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
181,2020-02-22,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
182,2020-02-23,San Francisco,California,6075.0,2,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
183,2020-02-24,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
184,2020-02-25,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
185,2020-02-26,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
186,2020-02-27,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
187,2020-02-28,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
188,2020-02-29,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
189,2020-03-01,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
190,2020-03-02,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
191,2020-03-03,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
192,2020-03-04,San Francisco,California,6075.0,3,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
193,2020-03-05,San Francisco,California,6075.0,5,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
194,2020-03-06,San Francisco,California,6075.0,5,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
195,2020-03-07,San Francisco,California,6075.0,11,0,75,CA,san francisco county,san_francisco_county,0,0,0,0,0,0
196,2020-03-08,San Francisco,California,6075.0,11,0,75,CA,san francisco county,san_francisco_county,1,0,0,0,0,0
197,2020-03-09,San Francisco,California,6075.0,16,0,75,CA,san francisco county,san_francisco_county,1,0,0,0,0,0
198,2020-03-10,San Francisco,California,6075.0,17,0,75,CA,san francisco county,san_francisco_county,1,0,0,0,0,0
199,2020-03-11,San Francisco,California,6075.0,17,0,75,CA,san francisco county,san_francisco_county,1,0,0,0,1,0
200,2020-03-12,San Francisco,California,6075.0,21,0,75,CA,san francisco county,san_francisco_county,1,0,0,0,1,0
201,2020-03-13,San Francisco,California,6075.0,26,0,75,CA,san francisco county,san_francisco_county,1,0,0,1,4,0
202,2020-03-14,San Francisco,California,6075.0,31,0,75,CA,san francisco county,san_francisco_county,1,0,0,1,4,0
203,2020-03-15,San Francisco,California,6075.0,37,0,75,CA,san francisco county,san_francisco_county,1,0,0,1,4,0
204,2020-03-16,San Francisco,California,6075.0,43,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
205,2020-03-17,San Francisco,California,6075.0,46,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
206,2020-03-18,San Francisco,California,6075.0,51,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
207,2020-03-19,San Francisco,California,6075.0,73,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
208,2020-03-20,San Francisco,California,6075.0,79,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
209,2020-03-21,San Francisco,California,6075.0,84,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
210,2020-03-22,San Francisco,California,6075.0,111,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
211,2020-03-23,San Francisco,California,6075.0,134,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
212,2020-03-24,San Francisco,California,6075.0,152,0,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
213,2020-03-25,San Francisco,California,6075.0,181,1,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
214,2020-03-26,San Francisco,California,6075.0,226,2,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
215,2020-03-27,San Francisco,California,6075.0,282,3,75,CA,san francisco county,san_francisco_county,1,0,1,1,4,2
216,2020-03-02,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
217,2020-03-03,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
218,2020-03-04,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
219,2020-03-05,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
220,2020-03-06,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
221,2020-03-07,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
222,2020-03-08,San Mateo,California,6081.0,1,0,81,CA,san mateo county,san_mateo_county,0,0,0,0,0,0
223,2020-03-09,San Mateo,California,6081.0,9,0,81,CA,san mateo county,san_mateo_county,1,0,0,0,0,0
224,2020-03-10,San Mateo,California,6081.0,9,0,81,CA,san mateo county,san_mateo_county,1,0,0,0,0,0
225,2020-03-11,San Mateo,California,6081.0,15,0,81,CA,san mateo county,san_mateo_county,1,0,0,0,0,0
226,2020-03-12,San Mateo,California,6081.0,20,0,81,CA,san mateo county,san_mateo_county,1,0,0,0,0,0
227,2020-03-13,San Mateo,California,6081.0,20,0,81,CA,san mateo county,san_mateo_county,1,0,0,1,3,0
228,2020-03-14,San Mateo,California,6081.0,32,0,81,CA,san mateo county,san_mateo_county,1,0,0,1,3,0
229,2020-03-15,San Mateo,California,6081.0,32,1,81,CA,san mateo county,san_mateo_county,1,0,0,1,5,0
230,2020-03-16,San Mateo,California,6081.0,42,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
231,2020-03-17,San Mateo,California,6081.0,64,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
232,2020-03-18,San Mateo,California,6081.0,80,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
233,2020-03-19,San Mateo,California,6081.0,89,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
234,2020-03-20,San Mateo,California,6081.0,100,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
235,2020-03-21,San Mateo,California,6081.0,110,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
236,2020-03-22,San Mateo,California,6081.0,117,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
237,2020-03-23,San Mateo,California,6081.0,142,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
238,2020-03-24,San Mateo,California,6081.0,161,1,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
239,2020-03-25,San Mateo,California,6081.0,165,5,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
240,2020-03-26,San Mateo,California,6081.0,195,5,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
241,2020-03-27,San Mateo,California,6081.0,239,6,81,CA,san mateo county,san_mateo_county,1,0,1,1,5,2
242,2020-01-31,Santa Clara,California,6085.0,1,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
243,2020-02-01,Santa Clara,California,6085.0,1,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
244,2020-02-02,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
245,2020-02-03,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
246,2020-02-04,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
247,2020-02-05,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
248,2020-02-06,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
249,2020-02-07,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
250,2020-02-08,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
251,2020-02-09,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
252,2020-02-10,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
253,2020-02-11,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
254,2020-02-12,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
255,2020-02-13,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
256,2020-02-14,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
257,2020-02-15,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
258,2020-02-16,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
259,2020-02-17,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
260,2020-02-18,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
261,2020-02-19,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
262,2020-02-20,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
263,2020-02-21,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
264,2020-02-22,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
265,2020-02-23,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
266,2020-02-24,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
267,2020-02-25,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
268,2020-02-26,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
269,2020-02-27,Santa Clara,California,6085.0,2,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
270,2020-02-28,Santa Clara,California,6085.0,3,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
271,2020-02-29,Santa Clara,California,6085.0,4,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
272,2020-03-01,Santa Clara,California,6085.0,7,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
273,2020-03-02,Santa Clara,California,6085.0,9,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
274,2020-03-03,Santa Clara,California,6085.0,11,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
275,2020-03-04,Santa Clara,California,6085.0,14,0,85,CA,santa clara county,santa_clara_county,0,0,0,0,0,0
276,2020-03-05,Santa Clara,California,6085.0,20,0,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
277,2020-03-06,Santa Clara,California,6085.0,24,0,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
278,2020-03-07,Santa Clara,California,6085.0,32,0,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
279,2020-03-08,Santa Clara,California,6085.0,37,0,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
280,2020-03-09,Santa Clara,California,6085.0,43,1,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
281,2020-03-10,Santa Clara,California,6085.0,45,1,85,CA,santa clara county,santa_clara_county,1,0,0,0,0,0
282,2020-03-11,Santa Clara,California,6085.0,48,1,85,CA,santa clara county,santa_clara_county,1,0,0,0,1,0
283,2020-03-12,Santa Clara,California,6085.0,66,1,85,CA,santa clara county,santa_clara_county,1,0,0,0,1,0
284,2020-03-13,Santa Clara,California,6085.0,79,2,85,CA,santa clara county,santa_clara_county,1,0,0,1,3,0
285,2020-03-14,Santa Clara,California,6085.0,91,2,85,CA,santa clara county,santa_clara_county,1,0,0,1,4,0
286,2020-03-15,Santa Clara,California,6085.0,114,2,85,CA,santa clara county,santa_clara_county,1,0,0,1,4,0
287,2020-03-16,Santa Clara,California,6085.0,138,4,85,CA,santa clara county,santa_clara_county,1,0,0,1,4,2
288,2020-03-17,Santa Clara,California,6085.0,155,5,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
289,2020-03-18,Santa Clara,California,6085.0,175,6,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
290,2020-03-19,Santa Clara,California,6085.0,189,6,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
291,2020-03-20,Santa Clara,California,6085.0,196,8,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
292,2020-03-21,Santa Clara,California,6085.0,263,8,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
293,2020-03-22,Santa Clara,California,6085.0,303,11,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
294,2020-03-23,Santa Clara,California,6085.0,321,11,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
295,2020-03-24,Santa Clara,California,6085.0,375,17,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
296,2020-03-25,Santa Clara,California,6085.0,459,18,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
297,2020-03-26,Santa Clara,California,6085.0,542,20,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
298,2020-03-27,Santa Clara,California,6085.0,574,21,85,CA,santa clara county,santa_clara_county,1,0,1,1,4,2
299,2020-03-06,Denver,Colorado,8031.0,2,0,31,CO,denver county,denver_county,0,0,0,0,0,0
300,2020-03-07,Denver,Colorado,8031.0,2,0,31,CO,denver county,denver_county,0,0,0,0,0,0
301,2020-03-08,Denver,Colorado,8031.0,2,0,31,CO,denver county,denver_county,0,0,0,0,0,0
302,2020-03-09,Denver,Colorado,8031.0,3,0,31,CO,denver county,denver_county,0,0,0,0,0,0
303,2020-03-10,Denver,Colorado,8031.0,4,0,31,CO,denver county,denver_county,0,0,0,0,0,0
304,2020-03-11,Denver,Colorado,8031.0,6,0,31,CO,denver county,denver_county,0,0,0,1,0,0
305,2020-03-12,Denver,Colorado,8031.0,9,0,31,CO,denver county,denver_county,0,0,0,1,0,0
306,2020-03-13,Denver,Colorado,8031.0,17,0,31,CO,denver county,denver_county,0,0,0,1,0,2
307,2020-03-14,Denver,Colorado,8031.0,23,0,31,CO,denver county,denver_county,0,0,0,1,0,2
308,2020-03-15,Denver,Colorado,8031.0,28,0,31,CO,denver county,denver_county,0,0,0,1,0,2
309,2020-03-16,Denver,Colorado,8031.0,28,0,31,CO,denver county,denver_county,0,0,0,1,0,2
310,2020-03-17,Denver,Colorado,8031.0,41,0,31,CO,denver county,denver_county,0,0,0,1,0,2
311,2020-03-18,Denver,Colorado,8031.0,45,0,31,CO,denver county,denver_county,0,0,0,1,0,2
312,2020-03-19,Denver,Colorado,8031.0,61,0,31,CO,denver county,denver_county,0,0,0,1,0,2
313,2020-03-20,Denver,Colorado,8031.0,79,0,31,CO,denver county,denver_county,0,0,1,1,0,2
314,2020-03-21,Denver,Colorado,8031.0,98,0,31,CO,denver county,denver_county,0,0,1,1,0,2
315,2020-03-22,Denver,Colorado,8031.0,125,0,31,CO,denver county,denver_county,0,0,1,1,0,2
316,2020-03-23,Denver,Colorado,8031.0,148,0,31,CO,denver county,denver_county,0,0,1,1,0,2
317,2020-03-24,Denver,Colorado,8031.0,176,0,31,CO,denver county,denver_county,0,0,1,1,0,2
318,2020-03-25,Denver,Colorado,8031.0,214,3,31,CO,denver county,denver_county,0,0,1,1,0,2
319,2020-03-26,Denver,Colorado,8031.0,262,3,31,CO,denver county,denver_county,0,0,1,1,0,2
320,2020-03-27,Denver,Colorado,8031.0,312,3,31,CO,denver county,denver_county,0,0,1,1,0,2
321,2020-03-07,District of Columbia,District of Columbia,11001.0,1,0,1,DC,washington dc,washington_dc,0,0,0,0,0,0
322,2020-03-08,District of Columbia,District of Columbia,11001.0,1,0,1,DC,washington dc,washington_dc,0,0,0,0,0,0
323,2020-03-09,District of Columbia,District of Columbia,11001.0,4,0,1,DC,washington dc,washington_dc,0,0,0,1,0,0
324,2020-03-10,District of Columbia,District of Columbia,11001.0,4,0,1,DC,washington dc,washington_dc,0,0,0,1,0,0
325,2020-03-11,District of Columbia,District of Columbia,11001.0,10,0,1,DC,washington dc,washington_dc,0,0,0,1,3,0
326,2020-03-12,District of Columbia,District of Columbia,11001.0,10,0,1,DC,washington dc,washington_dc,0,0,0,1,3,0
327,2020-03-13,District of Columbia,District of Columbia,11001.0,10,0,1,DC,washington dc,washington_dc,0,0,0,1,3,0
328,2020-03-14,District of Columbia,District of Columbia,11001.0,16,0,1,DC,washington dc,washington_dc,0,0,0,1,3,0
329,2020-03-15,District of Columbia,District of Columbia,11001.0,17,0,1,DC,washington dc,washington_dc,0,0,0,1,3,0
330,2020-03-16,District of Columbia,District of Columbia,11001.0,22,0,1,DC,washington dc,washington_dc,0,0,0,1,5,0
331,2020-03-17,District of Columbia,District of Columbia,11001.0,31,0,1,DC,washington dc,washington_dc,0,0,1,1,5,0
332,2020-03-18,District of Columbia,District of Columbia,11001.0,36,0,1,DC,washington dc,washington_dc,0,0,1,1,5,0
333,2020-03-19,District of Columbia,District of Columbia,11001.0,68,0,1,DC,washington dc,washington_dc,0,0,1,1,5,0
334,2020-03-20,District of Columbia,District of Columbia,11001.0,77,1,1,DC,washington dc,washington_dc,0,0,1,1,5,0
335,2020-03-21,District of Columbia,District of Columbia,11001.0,98,1,1,DC,washington dc,washington_dc,0,0,1,1,5,0
336,2020-03-22,District of Columbia,District of Columbia,11001.0,116,2,1,DC,washington dc,washington_dc,0,0,1,1,5,0
337,2020-03-23,District of Columbia,District of Columbia,11001.0,138,2,1,DC,washington dc,washington_dc,0,0,1,1,5,0
338,2020-03-24,District of Columbia,District of Columbia,11001.0,183,2,1,DC,washington dc,washington_dc,0,0,1,1,5,0
